bytes/method,1024,2048,4096,8192,16384
Direct,0.000000e+00,0.000000e+00,1.000000e+00,1.000000e+00,3.000000e+00
2-Way_FIFO,0.000000e+00,2.000000e+00,2.000000e+00,2.000000e+00,2.000000e+00
2-Way_LRU,0.000000e+00,2.000000e+00,2.000000e+00,2.000000e+00,2.000000e+00
